"Date","Time","Revision","Operator","Job Number","Panel","Samples","Atten","Grade","Layers",

"12/02/2024","09:20:11",3200805.00,"Jose           ","223dec022024   ","Point 001 / 172",0,17,"70             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"NPA Clearcoat  ","O2100          ","NPA     ",0.00,0.00, 83627.,45.781, 48.622,"Caviar         ","223            ","NPA     ",0.00,0.00, 87827.,13.196, 14.719,"Dark Grey Prime","OP100 8110     ","NPA     ",0.00,0.00, 94215.,36.040, 43.124,"E-Coat         ","ED6670ER       ","PKAF    ",0.00,0.00,104278.,14.094, 18.665,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"12/02/2024","09:30:42",3200805.00,"Jose           ","223dec022024   ","Point 085 / 172",0,17,"75             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"NPA Clearcoat  ","O2100          ","NPA     ",0.00,0.00, 83627.,33.565, 35.648,"Caviar         ","223            ","NPA     ",0.00,0.00, 87827.,11.720, 13.072,"Dark Grey Prime","OP100 8110     ","NPA     ",0.00,0.00, 94215.,28.868, 34.542,"E-Coat         ","ED6670ER       ","PKAF    ",0.00,0.00,104278.,20.956, 27.753,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"12/02/2024","09:30:47",3200805.00,"Jose           ","223dec022024   ","Point 086 / 172",0,17,"92             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"NPA Clearcoat  ","O2100          ","NPA     ",0.00,0.00, 83627.,45.363, 48.178,"Caviar         ","223            ","NPA     ",0.00,0.00, 87827.,15.020, 16.753,"Dark Grey Prime","OP100 8110     ","NPA     ",0.00,0.00, 94215.,27.974, 33.472,"E-Coat         ","ED6670ER       ","PKAF    ",0.00,0.00,104278.,15.786, 20.906,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"12/02/2024","09:30:50",3200805.00,"Jose           ","223dec022024   ","Point 087 / 172",0,17,"56             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"NPA Clearcoat  ","O2100          ","NPA     ",0.00,0.00, 83627.,37.596, 39.929,"Caviar         ","223            ","NPA     ",0.00,0.00, 87827.,17.794, 19.848,"Dark Grey Prime","OP100 8110     ","NPA     ",0.00,0.00, 94215.,37.882, 45.327,"E-Coat         ","ED6670ER       ","PKAF    ",0.00,0.00,104278.,15.817, 20.947,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"12/02/2024","09:30:53",3200805.00,"Jose           ","223dec022024   ","Point 088 / 172",0,17,"71             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"NPA Clearcoat  ","O2100          ","NPA     ",0.00,0.00, 83627.,35.332, 37.525,"Caviar         ","223            ","NPA     ",0.00,0.00, 87827.,13.138, 14.655,"Dark Grey Prime","OP100 8110     ","NPA     ",0.00,0.00, 94215.,34.271, 41.006,"E-Coat         ","ED6670ER       ","PKAF    ",0.00,0.00,104278.,15.397, 20.391,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"12/02/2024","09:30:56",3200805.00,"Jose           ","223dec022024   ","Point 089 / 172",0,17,"69             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"NPA Clearcoat  ","O2100          ","NPA     ",0.00,0.00, 83627.,35.484, 37.687,"Caviar         ","223            ","NPA     ",0.00,0.00, 87827.,12.459, 13.897,"Dark Grey Prime","OP100 8110     ","NPA     ",0.00,0.00, 94215.,32.105, 38.415,"E-Coat         ","ED6670ER       ","PKAF    ",0.00,0.00,104278.,16.013, 21.206,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"12/02/2024","09:31:08",3200805.00,"Jose           ","223dec022024   ","Point 090 / 172",0,17,"89             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"NPA Clearcoat  ","O2100          ","NPA     ",0.00,0.00, 83627.,40.569, 43.087,"Caviar         ","223            ","NPA     ",0.00,0.00, 87827.,13.766, 15.355,"Dark Grey Prime","OP100 8110     ","NPA     ",0.00,0.00, 94215.,31.275, 37.421,"E-Coat         ","ED6670ER       ","PKAF    ",0.00,0.00,104278.,16.033, 21.233,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"12/02/2024","09:31:11",3200805.00,"Jose           ","223dec022024   ","Point 091 / 172",0,17,"68             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"NPA Clearcoat  ","O2100          ","NPA     ",0.00,0.00, 83627.,35.705, 37.921,"Caviar         ","223            ","NPA     ",0.00,0.00, 87827.,14.112, 15.741,"Dark Grey Prime","OP100 8110     ","NPA     ",0.00,0.00, 94215.,30.634, 36.655,"E-Coat         ","ED6670ER       ","PKAF    ",0.00,0.00,104278.,15.819, 20.950,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"12/02/2024","09:31:14",3200805.00,"Jose           ","223dec022024   ","Point 092 / 172",0,17,"67             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"NPA Clearcoat  ","O2100          ","NPA     ",0.00,0.00, 83627.,37.135, 39.440,"Caviar         ","223            ","NPA     ",0.00,0.00, 87827.,13.156, 14.675,"Dark Grey Prime","OP100 8110     ","NPA     ",0.00,0.00, 94215.,36.159, 43.266,"E-Coat         ","ED6670ER       ","PKAF    ",0.00,0.00,104278.,15.574, 20.625,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"12/02/2024","09:31:17",3200805.00,"Jose           ","223dec022024   ","Point 093 / 172",0,17,"69             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"NPA Clearcoat  ","O2100          ","NPA     ",0.00,0.00, 83627.,34.091, 36.207,"Caviar         ","223            ","NPA     ",0.00,0.00, 87827., 9.677, 10.793,"Dark Grey Prime","OP100 8110     ","NPA     ",0.00,0.00, 94215.,25.671, 30.716,"E-Coat         ","ED6670ER       ","PKAF    ",0.00,0.00,104278.,15.931, 21.097,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"12/02/2024","09:31:22",3200805.00,"Jose           ","223dec022024   ","Point 094 / 172",0,17,"59             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"NPA Clearcoat  ","O2100          ","NPA     ",0.00,0.00, 83627.,42.629, 45.275,"Caviar         ","223            ","NPA     ",0.00,0.00, 87827., 8.883,  9.908,"Dark Grey Prime","OP100 8110     ","NPA     ",0.00,0.00, 94215.,26.092, 31.220,"E-Coat         ","ED6670ER       ","PKAF    ",0.00,0.00,104278.,16.239, 21.506,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"12/02/2024","09:33:31",3200805.00,"Jose           ","223dec022024   ","Point 095 / 172",0,17,"60             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"NPA Clearcoat  ","O2100          ","NPA     ",0.00,0.00, 83627.,40.680, 43.205,"Caviar         ","223            ","NPA     ",0.00,0.00, 87827.,13.864, 15.464,"Dark Grey Prime","OP100 8110     ","NPA     ",0.00,0.00, 94215.,43.363, 51.886,"E-Coat         ","ED6670ER       ","PKAF    ",0.00,0.00,104278.,17.121, 22.674,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"12/02/2024","09:33:36",3200805.00,"Jose           ","223dec022024   ","Point 096 / 172",0,17,"89             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"NPA Clearcoat  ","O2100          ","NPA     ",0.00,0.00, 83627.,39.731, 42.196,"Caviar         ","223            ","NPA     ",0.00,0.00, 87827.,12.920, 14.411,"Dark Grey Prime","OP100 8110     ","NPA     ",0.00,0.00, 94215.,34.264, 40.998,"E-Coat         ","ED6670ER       ","PKAF    ",0.00,0.00,104278.,16.956, 22.456,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"12/02/2024","09:33:56",3200805.00,"Jose           ","223dec022024   ","Point 097 / 172",0,17,"58             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"NPA Clearcoat  ","O2100          ","NPA     ",0.00,0.00, 83627.,48.897, 51.931,"Caviar         ","223            ","NPA     ",0.00,0.00, 87827.,13.508, 15.067,"Dark Grey Prime","OP100 8110     ","NPA     ",0.00,0.00, 94215.,38.550, 46.126,"E-Coat         ","ED6670ER       ","PKAF    ",0.00,0.00,104278.,16.356, 21.661,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"12/02/2024","09:34:01",3200805.00,"Jose           ","223dec022024   ","Point 098 / 172",0,17,"70             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"NPA Clearcoat  ","O2100          ","NPA     ",0.00,0.00, 83627.,36.065, 38.303,"Caviar         ","223            ","NPA     ",0.00,0.00, 87827.,11.743, 13.099,"Dark Grey Prime","OP100 8110     ","NPA     ",0.00,0.00, 94215.,29.373, 35.145,"E-Coat         ","ED6670ER       ","PKAF    ",0.00,0.00,104278.,17.332, 22.954,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"12/02/2024","09:34:03",3200805.00,"Jose           ","223dec022024   ","Point 099 / 172",0,17,"65             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"NPA Clearcoat  ","O2100          ","NPA     ",0.00,0.00, 83627.,38.667, 41.066,"Caviar         ","223            ","NPA     ",0.00,0.00, 87827.,12.044, 13.434,"Dark Grey Prime","OP100 8110     ","NPA     ",0.00,0.00, 94215.,36.096, 43.190,"E-Coat         ","ED6670ER       ","PKAF    ",0.00,0.00,104278.,17.139, 22.698,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"12/02/2024","09:34:06",3200805.00,"Jose           ","223dec022024   ","Point 100 / 172",0,17,"64             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"NPA Clearcoat  ","O2100          ","NPA     ",0.00,0.00, 83627.,37.570, 39.902,"Caviar         ","223            ","NPA     ",0.00,0.00, 87827.,11.460, 12.782,"Dark Grey Prime","OP100 8110     ","NPA     ",0.00,0.00, 94215.,31.315, 37.469,"E-Coat         ","ED6670ER       ","PKAF    ",0.00,0.00,104278.,16.339, 21.639,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"12/02/2024","09:35:01",3200805.00,"Jose           ","223dec022024   ","Point 101 / 172",0,17,"66             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"NPA Clearcoat  ","O2100          ","NPA     ",0.00,0.00, 83627.,35.587, 37.795,"Caviar         ","223            ","NPA     ",0.00,0.00, 87827.,14.569, 16.251,"Dark Grey Prime","OP100 8110     ","NPA     ",0.00,0.00, 94215.,40.304, 48.225,"E-Coat         ","ED6670ER       ","PKAF    ",0.00,0.00,104278.,18.250, 24.170,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"12/02/2024","09:35:12",3200805.00,"Jose           ","223dec022024   ","Point 102 / 172",0,17,"69             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"NPA Clearcoat  ","O2100          ","NPA     ",0.00,0.00, 83627.,35.619, 37.830,"Caviar         ","223            ","NPA     ",0.00,0.00, 87827.,13.941, 15.550,"Dark Grey Prime","OP100 8110     ","NPA     ",0.00,0.00, 94215.,28.856, 34.527,"E-Coat         ","ED6670ER       ","PKAF    ",0.00,0.00,104278.,16.327, 21.623,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"12/02/2024","09:35:15",3200805.00,"Jose           ","223dec022024   ","Point 103 / 172",0,17,"58             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"NPA Clearcoat  ","O2100          ","NPA     ",0.00,0.00, 83627.,35.992, 38.225,"Caviar         ","223            ","NPA     ",0.00,0.00, 87827.,14.897, 16.616,"Dark Grey Prime","OP100 8110     ","NPA     ",0.00,0.00, 94215.,32.471, 38.853,"E-Coat         ","ED6670ER       ","PKAF    ",0.00,0.00,104278.,17.033, 22.557,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"12/02/2024","09:36:30",3200805.00,"Jose           ","223dec022024   ","Point 104 / 172",0,17,"59             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"NPA Clearcoat  ","O2100          ","NPA     ",0.00,0.00, 83627.,48.415, 51.419,"Caviar         ","223            ","NPA     ",0.00,0.00, 87827.,12.942, 14.436,"Dark Grey Prime","OP100 8110     ","NPA     ",0.00,0.00, 94215.,35.048, 41.936,"E-Coat         ","ED6670ER       ","PKAF    ",0.00,0.00,104278.,17.963, 23.789,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"12/02/2024","09:36:59",3200805.00,"Jose           ","223dec022024   ","Point 105 / 172",0,17,"91             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"NPA Clearcoat  ","O2100          ","NPA     ",0.00,0.00, 83627.,41.893, 44.493,"Caviar         ","223            ","NPA     ",0.00,0.00, 87827.,11.968, 13.349,"Dark Grey Prime","OP100 8110     ","NPA     ",0.00,0.00, 94215.,30.528, 36.528,"E-Coat         ","ED6670ER       ","PKAF    ",0.00,0.00,104278.,17.400, 23.044,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"12/02/2024","09:37:09",3200805.00,"Jose           ","223dec022024   ","Point 106 / 172",0,17,"91             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"NPA Clearcoat  ","O2100          ","NPA     ",0.00,0.00, 83627.,37.169, 39.475,"Caviar         ","223            ","NPA     ",0.00,0.00, 87827.,13.115, 14.628,"Dark Grey Prime","OP100 8110     ","NPA     ",0.00,0.00, 94215.,31.424, 37.600,"E-Coat         ","ED6670ER       ","PKAF    ",0.00,0.00,104278.,17.648, 23.371,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"12/02/2024","09:37:13",3200805.00,"Jose           ","223dec022024   ","Point 107 / 172",0,17,"86             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"NPA Clearcoat  ","O2100          ","NPA     ",0.00,0.00, 83627.,39.956, 42.436,"Caviar         ","223            ","NPA     ",0.00,0.00, 87827.,12.869, 14.354,"Dark Grey Prime","OP100 8110     ","NPA     ",0.00,0.00, 94215.,35.631, 42.634,"E-Coat         ","ED6670ER       ","PKAF    ",0.00,0.00,104278.,15.603, 20.663,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"12/02/2024","09:37:55",3200805.00,"Jose           ","223dec022024   ","Point 108 / 172",0,17,"61             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"NPA Clearcoat  ","O2100          ","NPA     ",0.00,0.00, 83627.,45.285, 48.095,"Caviar         ","223            ","NPA     ",0.00,0.00, 87827.,12.360, 13.786,"Dark Grey Prime","OP100 8110     ","NPA     ",0.00,0.00, 94215.,30.624, 36.643,"E-Coat         ","ED6670ER       ","PKAF    ",0.00,0.00,104278.,16.757, 22.192,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"12/02/2024","09:38:01",3200805.00,"Jose           ","223dec022024   ","Point 109 / 172",0,17,"65             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"NPA Clearcoat  ","O2100          ","NPA     ",0.00,0.00, 83627.,42.909, 45.572,"Caviar         ","223            ","NPA     ",0.00,0.00, 87827.,13.444, 14.996,"Dark Grey Prime","OP100 8110     ","NPA     ",0.00,0.00, 94215.,32.304, 38.653,"E-Coat         ","ED6670ER       ","PKAF    ",0.00,0.00,104278.,16.848, 22.312,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"12/02/2024","09:38:08",3200805.00,"Jose           ","223dec022024   ","Point 110 / 172",0,17,"92             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"NPA Clearcoat  ","O2100          ","NPA     ",0.00,0.00, 83627.,40.030, 42.514,"Caviar         ","223            ","NPA     ",0.00,0.00, 87827.,13.453, 15.005,"Dark Grey Prime","OP100 8110     ","NPA     ",0.00,0.00, 94215.,36.392, 43.545,"E-Coat         ","ED6670ER       ","PKAF    ",0.00,0.00,104278.,18.042, 23.894,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"12/02/2024","09:38:14",3200805.00,"Jose           ","223dec022024   ","Point 111 / 172",0,17,"68             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"NPA Clearcoat  ","O2100          ","NPA     ",0.00,0.00, 83627.,34.801, 36.960,"Caviar         ","223            ","NPA     ",0.00,0.00, 87827.,10.801, 12.048,"Dark Grey Prime","OP100 8110     ","NPA     ",0.00,0.00, 94215.,29.715, 35.555,"E-Coat         ","ED6670ER       ","PKAF    ",0.00,0.00,104278.,16.675, 22.083,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"12/02/2024","09:38:18",3200805.00,"Jose           ","223dec022024   ","Point 112 / 172",0,17,"68             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"NPA Clearcoat  ","O2100          ","NPA     ",0.00,0.00, 83627.,35.692, 37.907,"Caviar         ","223            ","NPA     ",0.00,0.00, 87827.,15.134, 16.881,"Dark Grey Prime","OP100 8110     ","NPA     ",0.00,0.00, 94215.,31.079, 37.187,"E-Coat         ","ED6670ER       ","PKAF    ",0.00,0.00,104278.,17.237, 22.827,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"12/02/2024","09:38:21",3200805.00,"Jose           ","223dec022024   ","Point 113 / 172",0,17,"69             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"NPA Clearcoat  ","O2100          ","NPA     ",0.00,0.00, 83627.,35.641, 37.853,"Caviar         ","223            ","NPA     ",0.00,0.00, 87827.,13.212, 14.736,"Dark Grey Prime","OP100 8110     ","NPA     ",0.00,0.00, 94215.,27.078, 32.399,"E-Coat         ","ED6670ER       ","PKAF    ",0.00,0.00,104278.,16.450, 21.785,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"12/02/2024","09:38:25",3200805.00,"Jose           ","223dec022024   ","Point 114 / 172",0,17,"62             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"NPA Clearcoat  ","O2100          ","NPA     ",0.00,0.00, 83627.,42.743, 45.396,"Caviar         ","223            ","NPA     ",0.00,0.00, 87827.,14.615, 16.302,"Dark Grey Prime","OP100 8110     ","NPA     ",0.00,0.00, 94215.,35.005, 41.884,"E-Coat         ","ED6670ER       ","PKAF    ",0.00,0.00,104278.,16.875, 22.348,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"12/02/2024","09:38:29",3200805.00,"Jose           ","223dec022024   ","Point 115 / 172",0,17,"64             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"NPA Clearcoat  ","O2100          ","NPA     ",0.00,0.00, 83627.,36.372, 38.630,"Caviar         ","223            ","NPA     ",0.00,0.00, 87827.,11.277, 12.579,"Dark Grey Prime","OP100 8110     ","NPA     ",0.00,0.00, 94215.,34.313, 41.057,"E-Coat         ","ED6670ER       ","PKAF    ",0.00,0.00,104278.,18.247, 24.165,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"12/02/2024","09:38:32",3200805.00,"Jose           ","223dec022024   ","Point 116 / 172",0,17,"92             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"NPA Clearcoat  ","O2100          ","NPA     ",0.00,0.00, 83627.,35.078, 37.256,"Caviar         ","223            ","NPA     ",0.00,0.00, 87827.,10.598, 11.821,"Dark Grey Prime","OP100 8110     ","NPA     ",0.00,0.00, 94215.,28.775, 34.430,"E-Coat         ","ED6670ER       ","PKAF    ",0.00,0.00,104278.,17.321, 22.939,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"12/02/2024","09:38:35",3200805.00,"Jose           ","223dec022024   ","Point 117 / 172",0,17,"71             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"NPA Clearcoat  ","O2100          ","NPA     ",0.00,0.00, 83627.,36.310, 38.564,"Caviar         ","223            ","NPA     ",0.00,0.00, 87827.,13.800, 15.392,"Dark Grey Prime","OP100 8110     ","NPA     ",0.00,0.00, 94215.,32.190, 38.517,"E-Coat         ","ED6670ER       ","PKAF    ",0.00,0.00,104278.,18.691, 24.753,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"12/02/2024","09:38:38",3200805.00,"Jose           ","223dec022024   ","Point 118 / 172",0,17,"68             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"NPA Clearcoat  ","O2100          ","NPA     ",0.00,0.00, 83627.,36.150, 38.393,"Caviar         ","223            ","NPA     ",0.00,0.00, 87827.,13.010, 14.511,"Dark Grey Prime","OP100 8110     ","NPA     ",0.00,0.00, 94215.,31.408, 37.581,"E-Coat         ","ED6670ER       ","PKAF    ",0.00,0.00,104278.,17.409, 23.056,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"12/02/2024","09:38:40",3200805.00,"Jose           ","223dec022024   ","Point 119 / 172",0,17,"68             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"NPA Clearcoat  ","O2100          ","NPA     ",0.00,0.00, 83627.,34.321, 36.451,"Caviar         ","223            ","NPA     ",0.00,0.00, 87827.,15.007, 16.739,"Dark Grey Prime","OP100 8110     ","NPA     ",0.00,0.00, 94215.,47.150, 56.417,"E-Coat         ","ED6670ER       ","PKAF    ",0.00,0.00,104278.,16.807, 22.259,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"12/02/2024","09:38:44",3200805.00,"Jose           ","223dec022024   ","Point 120 / 172",0,17,"59             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"NPA Clearcoat  ","O2100          ","NPA     ",0.00,0.00, 83627.,37.505, 39.833,"Caviar         ","223            ","NPA     ",0.00,0.00, 87827.,12.742, 14.213,"Dark Grey Prime","OP100 8110     ","NPA     ",0.00,0.00, 94215.,35.514, 42.494,"E-Coat         ","ED6670ER       ","PKAF    ",0.00,0.00,104278.,12.979, 17.188,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"12/02/2024","09:39:01",3200805.00,"Jose           ","223dec022024   ","Point 121 / 172",0,17,"53             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"NPA Clearcoat  ","O2100          ","NPA     ",0.00,0.00, 83627.,45.733, 48.571,"Caviar         ","223            ","NPA     ",0.00,0.00, 87827.,12.498, 13.940,"Dark Grey Prime","OP100 8110     ","NPA     ",0.00,0.00, 94215.,30.517, 36.514,"E-Coat         ","ED6670ER       ","PKAF    ",0.00,0.00,104278.,17.659, 23.387,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"12/02/2024","09:39:06",3200805.00,"Jose           ","223dec022024   ","Point 122 / 172",0,17,"68             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"NPA Clearcoat  ","O2100          ","NPA     ",0.00,0.00, 83627.,39.869, 42.344,"Caviar         ","223            ","NPA     ",0.00,0.00, 87827.,13.324, 14.861,"Dark Grey Prime","OP100 8110     ","NPA     ",0.00,0.00, 94215.,35.817, 42.856,"E-Coat         ","ED6670ER       ","PKAF    ",0.00,0.00,104278.,16.599, 21.983,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"12/02/2024","09:39:11",3200805.00,"Jose           ","223dec022024   ","Point 123 / 172",0,17,"69             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"NPA Clearcoat  ","O2100          ","NPA     ",0.00,0.00, 83627.,29.440, 31.267,"Caviar         ","223            ","NPA     ",0.00,0.00, 87827.,13.384, 14.928,"Dark Grey Prime","OP100 8110     ","NPA     ",0.00,0.00, 94215.,44.638, 53.411,"E-Coat         ","ED6670ER       ","PKAF    ",0.00,0.00,104278.,19.338, 25.610,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"12/02/2024","09:39:14",3200805.00,"Jose           ","223dec022024   ","Point 124 / 172",0,17,"68             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"NPA Clearcoat  ","O2100          ","NPA     ",0.00,0.00, 83627.,33.880, 35.982,"Caviar         ","223            ","NPA     ",0.00,0.00, 87827., 9.413, 10.499,"Dark Grey Prime","OP100 8110     ","NPA     ",0.00,0.00, 94215.,32.841, 39.296,"E-Coat         ","ED6670ER       ","PKAF    ",0.00,0.00,104278.,18.617, 24.655,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"12/02/2024","09:39:17",3200805.00,"Jose           ","223dec022024   ","Point 125 / 172",0,17,"70             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"NPA Clearcoat  ","O2100          ","NPA     ",0.00,0.00, 83627.,34.574, 36.720,"Caviar         ","223            ","NPA     ",0.00,0.00, 87827.,10.824, 12.074,"Dark Grey Prime","OP100 8110     ","NPA     ",0.00,0.00, 94215.,35.715, 42.734,"E-Coat         ","ED6670ER       ","PKAF    ",0.00,0.00,104278.,17.658, 23.385,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
"12/02/2024","09:39:20",3200805.00,"Jose           ","223dec022024   ","Point 126 / 172",0,17,"70             ",4,"Melinex        ","10 mils        ","H2OGLY  ",0.00,0.00,     0., 0.000,  0.000,"NPA Clearcoat  ","O2100          ","NPA     ",0.00,0.00, 83627.,38.487, 40.876,"Caviar         ","223            ","NPA     ",0.00,0.00, 87827.,11.034, 12.307,"Dark Grey Prime","OP100 8110     ","NPA     ",0.00,0.00, 94215.,32.713, 39.142,"E-Coat         ","ED6670ER       ","PKAF    ",0.00,0.00,104278.,17.701, 23.442,"Steel          ","none           ","none    ",0.00,0.00,     0., 0.000,  0.000,
